trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
2.3,1.93,6.33,3.19,6.65,0.27,0.4,2.19,2.84,4.5,Engineer
2.89,3.06,2.75,3.64,8.08,2.71,2.02,4.63,1.19,2.36,Sports Professional
6.88,3.21,3.73,2.3,0.0,1.66,2.01,0.64,2.63,2.62,Developer
2.51,8.98,2.3,0.0,1.05,2.58,1.77,1.8,1.06,3.11,Designer
2.64,2.87,6.93,2.81,7.3,0.43,3.0,3.86,3.62,3.85,Engineer
0.85,1.5,2.86,8.48,0.56,2.41,5.78,4.43,3.0,8.0,Manager
5.59,1.4,7.09,4.58,0.37,2.17,3.51,2.35,3.75,4.84,Analyst
2.45,0.64,3.91,3.19,6.94,0.59,2.44,1.54,3.99,3.09,Engineer
2.34,1.66,1.62,3.34,2.31,9.1,2.22,4.01,5.42,3.04,Healthcare Professional
3.25,2.35,3.21,2.66,1.87,3.06,6.35,3.66,7.81,2.27,Researcher
1.22,1.04,1.75,2.94,2.98,10.04,2.72,3.36,5.31,3.37,Healthcare Professional
3.79,9.65,1.22,2.5,2.17,0.96,1.15,1.99,1.84,1.11,Designer
0.0,2.17,0.61,5.41,7.56,3.45,1.55,2.92,2.8,3.37,Sports Professional
2.58,2.36,4.21,3.02,2.74,8.08,3.82,3.93,4.74,0.7,Healthcare Professional
0.0,0.54,3.34,3.95,2.93,7.1,3.39,2.4,5.82,2.94,Healthcare Professional
2.81,0.87,2.17,5.62,0.75,3.97,7.7,5.87,4.56,6.85,Lawyer
1.87,2.27,3.5,3.35,1.93,8.55,1.5,1.89,7.05,3.11,Healthcare Professional
0.0,1.97,3.36,4.03,1.97,10.0,2.74,4.51,4.78,1.95,Healthcare Professional
1.48,8.48,2.93,1.63,2.32,1.61,2.39,1.81,2.67,1.79,Designer
8.01,3.52,6.36,2.09,0.72,1.68,1.3,1.29,2.56,2.07,Developer
1.41,1.62,1.53,3.75,7.1,3.19,2.49,4.64,2.85,3.02,Sports Professional
1.72,2.5,3.31,6.41,1.15,3.11,8.42,1.06,5.32,5.72,Lawyer
0.26,3.05,1.84,3.7,0.74,7.72,2.58,3.56,5.84,1.25,Healthcare Professional
5.01,2.3,7.37,2.5,7.8,0.97,1.52,1.76,4.74,0.92,Engineer
0.0,1.46,3.8,3.79,1.66,8.96,4.22,3.72,6.62,0.46,Healthcare Professional
0.65,1.89,3.29,2.2,2.68,8.48,2.66,3.61,5.63,2.32,Healthcare Professional
1.39,3.17,3.42,2.6,0.78,6.9,1.33,5.69,6.26,1.98,Healthcare Professional
1.18,1.91,2.54,3.47,2.02,7.58,2.28,3.91,4.7,1.93,Healthcare Professional
2.77,1.52,5.11,7.5,3.33,2.13,4.52,5.76,3.15,6.96,Manager
4.66,0.39,6.82,2.23,1.19,1.14,2.07,1.29,4.59,4.72,Analyst
5.2,1.95,6.71,1.67,0.0,1.04,3.99,2.16,3.02,5.22,Analyst
1.32,2.07,4.35,4.54,1.51,3.52,5.24,10.7,2.83,1.77,Educator
0.82,1.02,2.82,6.25,0.73,1.73,8.92,3.73,3.55,5.26,Lawyer
1.02,3.52,2.75,7.76,1.76,1.93,3.83,3.21,3.22,6.35,Manager
2.84,2.34,5.68,0.0,2.28,3.67,5.22,3.81,7.24,3.33,Researcher
3.7,1.99,5.6,0.9,1.77,2.72,4.64,2.96,8.62,1.98,Researcher
2.3,7.34,2.95,2.87,2.15,3.14,2.43,2.58,1.47,3.71,Designer
8.4,4.03,4.03,0.0,0.44,1.52,2.45,2.46,1.92,0.0,Developer
1.82,0.86,6.83,2.76,1.26,1.35,3.57,1.08,4.05,4.93,Analyst
4.02,2.12,4.68,3.56,0.46,2.05,5.09,3.77,8.59,1.8,Researcher
2.03,3.13,2.34,2.67,1.72,6.64,3.62,7.92,4.21,1.42,Educator
1.23,0.41,1.71,7.97,0.0,4.03,7.24,4.21,4.92,5.6,Lawyer
4.43,1.67,7.67,3.07,0.19,0.77,3.58,0.46,2.97,7.24,Analyst
1.67,3.51,2.73,4.52,1.32,2.35,8.5,4.29,4.47,5.39,Lawyer
3.35,3.59,1.77,4.46,0.93,6.38,4.95,8.83,1.59,1.36,Educator
3.77,2.3,4.36,2.32,0.08,1.67,6.04,3.53,8.07,2.84,Researcher
1.21,0.5,4.2,4.79,1.57,1.06,8.83,4.41,2.78,5.4,Lawyer
0.7,2.27,2.56,3.85,1.26,6.2,4.98,6.97,2.77,0.72,Educator
6.23,2.43,4.15,2.18,1.07,0.0,1.72,0.82,3.29,3.21,Developer
3.75,1.32,7.94,4.65,1.9,2.64,2.83,1.46,2.8,4.06,Analyst
0.31,2.32,2.04,6.91,1.01,2.0,9.44,3.44,4.17,5.82,Lawyer
3.85,0.85,6.14,2.39,0.73,2.19,6.84,3.87,7.13,2.29,Researcher
1.53,0.0,2.33,6.3,0.19,2.67,9.71,4.78,5.23,4.94,Lawyer
0.69,2.84,2.87,6.65,1.48,3.09,4.44,4.52,2.28,6.62,Manager
3.41,1.96,4.1,1.99,2.09,2.77,5.67,4.15,8.18,3.01,Researcher
0.0,2.03,4.08,2.48,2.46,9.42,2.8,3.64,6.94,1.84,Healthcare Professional
6.95,2.68,5.99,0.0,0.99,1.14,1.75,2.66,3.38,3.18,Developer
3.85,2.31,6.6,2.41,7.98,0.89,2.2,2.52,3.14,1.89,Engineer
2.83,2.44,6.5,2.59,0.51,0.53,2.28,2.2,2.35,3.83,Analyst
2.21,0.74,3.28,8.0,0.74,1.81,3.88,3.75,3.06,5.58,Manager
5.35,1.4,7.35,3.74,1.45,0.53,2.09,1.46,3.86,4.82,Analyst
4.74,4.31,7.43,1.31,6.22,0.0,2.12,0.0,2.97,4.27,Engineer
0.56,2.49,1.42,6.42,8.4,3.11,1.45,5.32,0.91,2.78,Sports Professional
4.25,2.29,6.04,0.19,2.39,1.49,4.68,4.13,8.84,2.45,Researcher
7.21,1.57,5.39,1.78,0.41,0.79,1.15,2.51,2.73,3.31,Developer
1.38,2.09,1.63,5.32,8.07,3.07,0.0,5.24,1.85,3.18,Sports Professional
1.38,7.44,2.1,1.69,2.12,0.95,2.45,3.07,2.31,1.45,Designer
0.98,1.88,2.97,5.41,6.74,3.85,2.46,5.93,1.94,3.52,Sports Professional
4.25,1.1,5.97,0.52,1.0,4.04,5.82,3.23,8.23,4.08,Researcher
1.85,1.74,2.99,4.98,8.01,3.81,2.69,3.56,3.34,2.81,Sports Professional
2.15,1.33,2.2,6.13,0.42,3.21,8.5,6.14,4.1,4.73,Lawyer
1.39,0.67,3.6,6.16,1.8,3.36,8.61,3.2,4.59,4.59,Lawyer
1.74,2.85,3.08,2.52,1.18,6.34,4.24,7.74,3.34,2.86,Educator
4.78,2.15,5.91,2.35,5.91,1.91,1.14,1.79,4.04,4.31,Engineer
2.28,2.49,2.77,3.37,1.19,6.58,4.38,7.01,3.1,2.85,Educator
2.48,1.65,2.71,6.59,0.04,2.59,3.33,3.57,2.64,6.8,Manager
3.62,1.83,6.37,2.7,0.74,1.85,5.15,4.54,9.33,4.94,Researcher
2.35,2.44,5.49,2.72,6.47,1.16,1.6,0.88,2.31,1.94,Engineer
1.46,1.65,3.08,7.79,0.0,1.79,6.09,3.52,3.16,6.55,Manager
5.49,0.59,4.95,1.91,0.0,0.55,1.53,2.75,2.65,2.34,Developer
4.05,2.02,6.62,1.18,0.82,2.46,5.06,3.09,9.83,3.11,Researcher
0.0,9.11,1.51,1.28,1.14,1.1,3.05,0.6,1.03,1.81,Designer
0.74,1.8,2.9,8.66,1.16,3.66,4.36,2.33,2.95,5.14,Manager
7.91,1.89,7.31,1.62,0.67,1.17,0.79,0.63,4.08,1.41,Developer
1.48,2.2,4.55,5.02,0.77,2.03,8.25,2.13,3.66,3.48,Lawyer
1.59,8.96,1.0,2.29,0.11,1.68,2.67,3.51,0.59,0.96,Designer
7.66,1.3,5.84,2.05,1.5,1.97,2.75,1.91,2.94,0.51,Developer
2.18,1.82,4.66,6.42,0.92,2.36,2.95,5.43,2.46,5.05,Manager
1.41,7.54,1.59,2.31,1.91,0.0,3.42,3.29,1.05,0.62,Designer
2.37,2.46,2.82,7.57,1.11,1.17,3.01,3.89,3.83,6.13,Manager
1.17,2.11,3.52,7.32,0.86,1.83,7.56,4.31,2.77,2.3,Lawyer
1.72,1.63,1.02,4.98,7.74,3.6,1.54,3.66,1.78,2.95,Sports Professional
3.33,2.74,4.11,6.78,1.56,2.2,4.47,3.88,2.12,5.76,Manager
7.61,2.11,5.61,1.99,1.04,1.04,1.37,0.9,1.74,3.57,Developer
2.48,1.78,4.96,2.04,1.37,1.66,5.8,3.46,7.96,2.03,Researcher
0.42,8.41,1.2,1.44,0.51,2.16,3.41,2.02,1.22,2.93,Designer
0.58,2.27,2.77,3.01,1.11,8.55,1.18,3.91,5.99,2.11,Healthcare Professional
4.02,2.09,6.68,2.12,0.8,1.29,4.67,2.34,3.93,4.99,Analyst
3.4,2.06,5.7,1.33,2.16,2.29,5.43,3.5,8.12,4.72,Researcher
0.49,1.06,3.43,4.41,1.81,5.69,1.09,4.27,4.67,1.72,Healthcare Professional
1.61,0.21,3.18,4.56,1.5,6.73,5.04,7.37,2.8,1.59,Educator
1.06,1.96,2.23,5.51,1.41,3.81,8.67,4.61,4.22,4.44,Lawyer
2.62,3.17,2.53,6.12,0.83,1.5,8.51,4.2,3.53,4.66,Lawyer
1.68,1.36,3.1,4.17,1.34,5.44,4.19,8.21,2.13,2.22,Educator
0.0,2.0,3.07,3.08,2.3,7.68,2.56,4.22,6.67,1.13,Healthcare Professional
5.94,2.23,5.64,1.43,2.64,2.48,5.39,3.41,6.84,2.77,Researcher
1.2,2.93,2.97,3.85,0.21,9.01,1.13,4.91,6.35,2.41,Healthcare Professional
9.0,2.77,6.03,2.77,1.4,0.55,1.6,1.71,1.84,1.87,Developer
1.34,2.72,4.58,7.4,2.38,3.38,4.76,4.04,1.45,5.77,Manager
1.67,3.33,3.15,3.64,0.0,4.49,2.84,7.92,0.88,2.36,Educator
5.09,1.48,5.27,2.9,0.66,2.66,7.19,3.19,8.96,2.87,Researcher
0.83,0.77,0.81,6.08,1.06,1.78,8.32,4.76,4.52,6.2,Lawyer
0.37,1.77,3.2,4.91,8.52,4.34,2.86,5.51,1.89,0.47,Sports Professional
1.54,0.0,2.96,2.7,1.41,8.45,1.47,4.38,6.5,3.48,Healthcare Professional
1.19,0.99,4.43,2.47,0.98,8.63,2.91,3.51,6.09,2.9,Healthcare Professional
7.07,2.63,6.95,2.31,0.76,0.2,0.06,0.85,2.81,1.11,Developer
1.12,1.86,3.41,6.36,1.96,3.67,9.81,2.75,3.98,5.33,Lawyer
4.04,0.61,4.37,2.74,2.25,3.56,3.68,3.77,7.77,3.89,Researcher
1.45,0.9,2.94,1.86,1.07,8.66,2.6,3.3,6.11,1.95,Healthcare Professional
0.64,3.76,1.53,4.22,8.2,2.49,2.4,3.58,1.78,2.87,Sports Professional
2.09,3.93,2.59,4.21,1.27,5.82,6.37,8.24,3.31,1.47,Educator
1.35,1.04,1.19,1.92,1.79,7.82,2.28,3.66,4.67,1.71,Healthcare Professional
0.63,1.58,2.14,4.07,7.76,1.81,1.53,6.2,2.16,2.74,Sports Professional
2.64,0.75,2.77,7.4,1.09,1.8,4.39,5.4,3.55,7.02,Manager
0.26,2.19,3.8,6.42,7.13,4.06,2.3,5.39,2.25,3.05,Sports Professional
1.12,3.41,2.36,4.42,9.32,2.58,0.47,3.8,3.02,2.97,Sports Professional
4.87,2.05,8.09,2.78,1.95,2.31,2.08,1.02,2.87,5.38,Analyst
5.04,2.57,6.0,3.89,1.46,2.17,2.32,2.56,4.51,4.41,Analyst
2.45,3.83,2.75,3.6,2.44,5.45,3.06,8.85,4.19,1.76,Educator
1.72,2.6,2.46,2.67,1.71,6.61,1.89,4.7,5.21,2.58,Healthcare Professional
0.27,2.41,1.13,4.97,0.0,1.82,8.01,2.76,2.67,5.42,Lawyer
2.52,8.41,3.39,3.13,0.88,2.24,1.64,2.63,1.54,0.58,Designer
1.43,0.73,3.51,3.79,2.92,7.86,2.13,3.44,5.35,2.48,Healthcare Professional
5.45,2.36,7.51,2.49,0.14,1.96,2.96,1.55,4.5,3.37,Analyst
1.47,2.21,3.06,4.01,2.59,6.39,1.24,5.06,5.78,2.65,Healthcare Professional
8.59,3.2,5.92,2.87,0.15,2.57,2.84,1.29,4.02,1.0,Developer
0.66,2.03,2.38,5.65,1.02,3.98,8.59,2.8,4.64,6.49,Lawyer
4.22,2.36,8.1,2.4,0.0,0.63,3.81,0.0,4.57,4.97,Analyst
3.56,0.42,2.27,5.9,0.0,4.11,8.16,2.79,4.9,5.13,Lawyer
3.1,1.42,5.04,2.8,1.53,3.77,6.88,4.87,7.95,2.57,Researcher
7.29,1.98,6.82,0.87,0.07,1.6,1.28,0.64,1.7,1.57,Developer
2.23,1.75,6.17,0.59,3.55,2.68,4.76,3.82,9.0,2.26,Researcher
2.69,1.57,2.02,4.89,8.45,3.26,0.87,4.65,2.22,3.53,Sports Professional
2.46,1.64,2.64,4.29,2.55,4.49,4.21,8.49,4.58,2.47,Educator
1.41,1.2,2.13,2.26,1.29,8.0,1.1,2.88,6.12,2.39,Healthcare Professional
1.99,2.97,2.29,3.78,0.63,5.37,4.45,8.18,3.64,3.05,Educator
1.15,2.4,1.99,2.82,1.53,7.0,3.34,9.26,4.1,2.86,Educator
7.38,1.64,4.05,1.68,0.32,0.0,1.42,0.53,4.52,2.79,Developer
3.44,8.8,1.86,0.37,1.48,1.59,3.55,3.43,1.38,2.22,Designer
1.73,2.73,2.21,3.76,8.63,1.11,2.16,3.77,1.2,2.08,Sports Professional
0.49,0.36,3.12,3.03,1.56,7.85,3.38,4.6,6.53,1.43,Healthcare Professional
1.97,1.4,2.75,5.46,8.52,3.64,4.28,4.87,2.1,2.8,Sports Professional
2.48,3.15,2.92,4.89,0.67,5.59,5.05,7.57,2.62,4.18,Educator
8.98,3.17,5.57,0.06,0.78,0.24,3.95,1.34,3.11,2.5,Developer
6.51,3.78,5.4,1.7,2.11,0.07,2.54,0.97,2.88,2.07,Developer
0.37,1.2,3.64,3.2,3.93,7.27,1.24,5.61,4.71,3.11,Healthcare Professional
1.13,2.25,1.91,5.06,1.28,1.79,8.74,2.82,4.72,5.3,Lawyer
8.01,1.87,4.12,1.37,0.6,1.1,1.67,0.0,2.65,1.72,Developer
2.87,2.21,5.68,1.85,7.51,0.5,2.09,0.66,3.31,2.01,Engineer
1.91,2.12,3.59,2.94,1.63,8.26,3.24,4.0,7.09,2.31,Healthcare Professional
2.07,1.76,1.53,4.86,7.58,2.97,3.57,3.95,2.61,1.97,Sports Professional
0.76,2.75,0.85,4.67,6.94,2.9,0.7,5.48,1.64,3.32,Sports Professional
1.77,2.14,3.17,8.93,1.32,1.63,3.29,4.43,1.12,7.43,Manager
0.54,1.69,3.23,3.21,2.14,7.42,2.35,4.03,6.18,2.44,Healthcare Professional
4.5,1.5,7.74,3.48,0.37,0.12,3.63,2.29,2.49,3.84,Analyst
5.78,1.73,5.13,3.2,1.5,0.0,2.44,0.11,3.97,1.58,Developer
7.09,1.79,5.49,1.31,0.67,0.34,2.29,2.99,3.13,2.9,Developer
5.57,3.58,6.8,2.09,0.0,0.0,3.65,2.2,3.51,3.24,Analyst
5.81,3.06,4.93,0.43,0.44,0.83,1.46,0.0,3.81,3.15,Developer
4.75,1.46,8.46,2.31,0.29,1.7,4.77,2.3,3.17,3.13,Analyst
1.73,2.36,6.92,3.5,1.35,2.51,2.02,2.93,5.4,5.19,Analyst
0.9,1.28,3.03,8.01,2.11,0.88,2.65,6.61,1.84,6.73,Manager
0.49,2.73,2.23,4.32,9.53,2.17,1.87,4.94,1.22,2.96,Sports Professional
3.68,1.2,4.2,2.09,7.38,1.08,1.45,3.15,2.15,1.98,Engineer
2.99,3.14,6.77,2.08,8.67,0.97,0.8,0.51,4.6,2.66,Engineer
3.35,3.97,6.08,2.6,7.37,1.18,3.08,2.76,3.53,4.53,Engineer
1.14,0.24,3.15,6.63,0.75,1.77,5.08,5.13,2.24,6.5,Manager
3.28,1.63,4.71,1.55,1.47,2.4,5.75,3.32,7.61,3.7,Researcher
1.01,9.62,1.23,1.4,0.62,3.12,3.0,1.16,3.0,1.68,Designer
4.5,1.53,6.65,2.0,0.31,2.09,2.04,3.2,4.18,4.52,Analyst
5.14,3.45,5.08,3.09,1.14,1.22,5.98,3.83,7.16,2.2,Researcher
5.26,2.75,7.91,2.39,7.27,0.93,1.92,1.3,2.47,3.45,Engineer
0.95,0.55,3.73,6.84,1.03,1.96,6.29,4.6,5.28,4.6,Lawyer
0.64,1.25,3.13,3.46,2.73,10.03,2.61,4.66,4.57,2.16,Healthcare Professional
3.61,2.32,7.77,4.0,8.28,0.47,2.61,2.24,3.72,1.6,Engineer
1.08,7.27,1.59,1.68,3.45,2.45,3.42,3.05,1.1,0.4,Designer
2.72,1.91,5.39,5.92,1.38,1.28,2.28,4.32,0.69,6.35,Manager
1.25,1.24,1.94,5.08,7.74,0.23,0.79,2.56,2.06,2.5,Sports Professional
1.12,2.68,2.44,4.45,2.4,6.31,5.31,7.76,5.97,3.0,Educator
0.48,1.24,2.26,7.29,1.22,1.58,3.51,4.63,1.55,6.78,Manager
0.0,1.67,1.56,2.56,1.83,5.84,4.82,8.47,3.68,2.87,Educator
0.91,1.63,2.73,4.67,3.03,8.16,5.09,8.33,1.9,4.22,Educator
0.22,0.82,3.91,6.34,1.62,4.44,7.95,3.52,4.26,4.6,Lawyer
1.9,0.44,3.7,3.27,6.98,2.6,1.42,4.88,2.28,2.6,Sports Professional
7.89,2.69,5.74,0.35,0.03,1.95,1.96,2.11,3.03,2.03,Developer
1.65,0.85,4.08,6.12,0.81,2.42,8.4,3.44,4.43,5.96,Lawyer
4.58,1.7,7.2,2.57,1.04,2.19,2.89,1.69,3.34,3.86,Analyst
2.16,3.43,4.99,2.74,7.38,1.15,3.49,4.73,2.03,3.89,Engineer
0.86,0.47,1.84,3.19,7.56,3.97,0.65,3.69,1.19,1.0,Sports Professional
2.27,1.89,1.44,2.48,0.91,5.67,4.24,7.96,4.56,2.19,Educator
4.53,1.27,5.78,1.58,0.0,0.61,5.48,4.9,9.37,4.13,Researcher
3.46,2.87,6.34,2.32,2.1,2.01,4.85,4.41,7.21,3.63,Researcher
0.66,6.99,2.35,0.94,2.5,1.44,2.58,1.75,2.7,2.2,Designer
3.37,1.56,5.38,1.67,6.32,2.23,0.12,3.23,4.62,3.45,Engineer
2.78,1.65,2.53,2.3,3.17,9.15,3.8,3.97,6.93,2.46,Healthcare Professional
1.79,2.37,2.65,7.57,0.18,3.25,2.98,3.91,0.9,5.28,Manager
0.0,1.66,2.86,2.85,0.59,7.02,2.44,5.0,5.47,2.14,Healthcare Professional
0.0,2.41,3.72,4.01,7.12,3.27,3.47,3.93,1.78,3.25,Sports Professional
5.98,3.88,5.36,1.12,0.09,0.0,2.74,1.57,1.84,0.83,Developer
2.66,2.47,4.54,1.79,1.18,3.15,6.19,2.7,7.44,2.35,Researcher
7.43,1.42,6.81,3.13,0.0,0.08,1.75,0.63,3.46,1.34,Developer
3.19,2.44,3.6,1.52,6.77,1.85,1.36,1.26,4.24,1.54,Engineer
2.44,1.88,5.63,2.6,7.0,0.22,2.68,2.33,3.01,3.46,Engineer
0.51,2.5,2.76,4.61,7.57,2.79,0.86,4.68,2.56,3.91,Sports Professional
4.2,1.78,4.92,1.49,2.14,3.03,5.19,4.69,8.97,4.64,Researcher
2.67,3.37,4.33,4.41,0.59,2.8,7.64,3.46,2.57,5.82,Lawyer
2.83,3.92,3.65,4.21,1.2,7.15,3.79,8.24,2.96,1.7,Educator
8.5,2.39,3.54,2.26,0.52,0.92,2.3,1.67,3.64,1.61,Developer
0.42,0.11,3.26,1.93,1.26,8.83,4.19,3.1,5.34,2.1,Healthcare Professional
1.67,1.88,2.64,4.81,1.0,7.08,2.93,9.39,4.11,1.7,Educator
5.77,2.48,5.55,3.72,0.83,1.27,1.97,0.45,4.03,2.68,Developer
2.1,0.64,4.92,5.03,1.9,3.87,8.1,2.81,3.83,4.76,Lawyer
0.0,2.85,3.72,4.48,1.55,7.38,4.79,7.22,3.11,4.26,Educator
0.12,2.53,3.52,4.82,0.96,8.78,2.99,3.69,7.23,2.86,Healthcare Professional
2.26,8.03,2.79,2.66,1.22,1.86,2.47,1.23,3.16,1.55,Designer
1.8,1.74,3.19,3.57,0.86,7.8,3.28,5.79,3.66,2.17,Educator
1.66,2.31,2.91,3.46,1.19,8.6,2.32,3.08,5.98,2.24,Healthcare Professional
0.92,2.44,2.62,2.83,1.79,6.03,6.0,8.9,2.76,2.32,Educator
0.67,1.48,4.96,3.68,1.16,8.03,2.8,3.05,6.68,1.76,Healthcare Professional
1.6,1.13,3.88,8.84,0.87,2.12,5.82,3.43,3.07,7.46,Manager
3.57,10.16,2.2,1.58,0.44,1.92,4.1,1.78,0.0,2.1,Designer
3.35,2.55,4.41,2.38,7.16,0.98,2.93,3.85,4.11,1.89,Engineer
2.2,7.6,1.82,2.33,2.44,0.0,2.17,2.19,1.17,3.06,Designer
2.06,0.79,2.97,3.15,0.43,6.48,5.7,8.19,1.78,1.9,Educator
0.66,0.74,3.52,4.48,8.2,2.02,0.99,5.9,3.6,2.87,Sports Professional
1.33,2.27,3.36,4.38,7.91,2.34,0.2,4.84,1.43,0.69,Sports Professional
0.0,2.53,2.33,2.5,2.57,7.37,0.97,2.58,5.95,2.95,Healthcare Professional
3.3,1.19,5.24,2.83,0.56,3.15,5.68,4.12,7.78,3.63,Researcher
1.25,2.33,4.0,6.92,0.31,1.45,2.74,3.07,2.27,7.34,Manager
3.2,2.08,5.76,1.45,1.14,1.38,5.82,4.34,8.9,1.77,Researcher
1.81,1.35,4.25,0.86,2.0,1.11,4.97,3.62,7.69,2.64,Researcher
1.86,3.0,7.45,3.23,8.95,0.8,1.45,2.1,3.2,3.6,Engineer
1.13,4.38,2.41,4.58,1.65,4.74,5.8,7.78,1.82,2.04,Educator
3.0,2.5,5.04,2.4,1.72,3.07,4.31,4.65,7.56,3.05,Researcher
5.84,1.7,9.68,2.83,1.88,1.66,2.96,1.77,3.31,5.05,Analyst
1.93,3.33,2.99,8.07,0.0,2.16,4.6,3.2,1.82,7.14,Manager
0.75,1.38,1.68,5.56,6.8,2.35,0.97,5.46,3.02,2.82,Sports Professional
1.12,8.15,3.18,1.15,2.46,1.11,4.08,1.67,1.24,2.12,Designer
2.27,8.36,1.27,1.59,1.34,0.12,0.98,1.46,2.47,0.91,Designer
0.02,0.67,3.22,2.15,2.14,7.78,2.63,3.14,6.14,1.71,Healthcare Professional
2.09,1.81,2.96,7.3,0.0,3.62,8.83,1.85,5.34,5.95,Lawyer
1.69,1.9,2.96,6.69,2.46,0.27,8.98,4.89,4.95,4.39,Lawyer
8.17,2.75,4.64,1.79,0.11,0.43,2.17,1.77,1.93,2.95,Developer
0.91,1.32,2.62,3.85,2.07,5.33,2.68,5.66,2.64,2.62,Educator
2.39,8.76,2.35,2.41,0.08,1.55,2.93,2.66,1.38,0.91,Designer
6.15,4.01,7.34,1.77,0.0,3.52,2.6,3.02,2.83,5.88,Analyst
4.52,1.44,7.17,2.29,1.73,1.37,3.74,2.53,4.01,5.75,Analyst
2.3,1.77,3.17,5.5,2.29,7.38,2.17,8.54,3.24,3.42,Educator
4.21,2.18,5.8,2.73,7.74,0.36,2.56,0.0,3.09,3.14,Engineer
1.72,9.23,1.91,2.74,1.3,3.0,1.89,1.45,3.37,1.1,Designer
8.69,2.39,3.59,0.95,2.17,0.98,1.1,1.05,3.76,2.49,Developer
2.55,2.56,5.08,1.71,7.14,1.4,2.5,2.52,2.07,2.99,Engineer
1.84,2.74,3.86,7.39,0.86,2.84,4.42,4.57,1.97,6.81,Manager
0.79,2.88,2.35,4.32,1.8,7.24,2.18,3.01,6.71,1.06,Healthcare Professional
0.44,1.96,3.14,8.12,1.6,2.99,2.87,4.86,1.35,5.4,Manager
1.04,1.88,3.96,2.78,3.23,8.33,0.33,4.8,4.85,3.27,Healthcare Professional
4.27,2.34,6.18,2.65,7.55,1.08,1.73,3.28,4.18,3.02,Engineer
7.31,1.83,5.34,0.11,0.56,0.74,1.77,1.28,2.94,2.43,Developer
0.79,2.79,2.96,4.5,3.42,6.04,4.41,9.4,2.88,3.29,Educator
7.33,2.7,6.28,1.95,1.14,1.33,4.16,1.45,3.18,2.95,Developer
4.25,2.2,6.13,2.12,7.3,1.06,2.64,2.38,3.35,3.05,Engineer
4.07,3.14,4.39,0.62,0.45,2.41,4.4,3.35,7.41,3.0,Researcher
2.8,1.82,3.06,5.93,0.88,2.78,9.23,2.95,3.88,6.16,Lawyer
1.08,1.63,3.7,3.07,2.99,8.26,2.62,3.37,5.15,0.0,Healthcare Professional
0.03,6.72,2.61,2.01,2.04,1.56,3.01,1.27,2.51,2.39,Designer
3.94,1.27,5.08,1.7,1.32,2.4,4.91,4.18,7.09,1.83,Researcher
1.16,0.12,2.94,1.19,1.54,8.06,3.19,3.1,6.34,3.82,Healthcare Professional
0.47,1.82,3.23,6.97,0.52,3.07,3.71,3.48,1.58,6.55,Manager
1.71,1.51,3.59,2.09,2.13,7.37,1.4,3.23,5.51,3.62,Healthcare Professional
1.99,2.16,4.0,8.28,0.35,2.27,3.84,3.52,2.65,5.99,Manager
3.78,2.64,6.4,2.27,7.07,0.27,0.73,0.99,3.17,1.56,Engineer
0.94,2.19,4.7,7.19,1.74,0.71,2.7,4.07,3.29,6.56,Manager
3.5,1.42,3.06,1.33,1.25,2.14,6.15,1.49,7.3,3.72,Researcher
3.83,2.99,2.79,5.22,3.29,5.45,4.32,7.08,3.31,3.3,Educator
7.75,2.76,3.98,0.62,3.48,0.72,2.66,0.91,1.12,1.85,Developer
1.28,4.1,4.49,4.45,1.08,6.24,3.4,7.22,1.49,1.93,Educator
1.89,2.03,4.51,1.77,0.77,1.65,6.31,2.45,8.08,1.79,Researcher
1.4,0.79,0.0,4.38,7.36,2.39,1.93,5.1,1.44,3.31,Sports Professional
2.3,1.85,5.86,1.36,0.12,4.04,6.22,4.25,7.92,3.58,Researcher
0.1,1.75,2.72,4.77,8.15,4.0,2.23,4.01,0.83,2.94,Sports Professional
1.5,2.17,2.66,3.16,2.06,7.87,2.65,5.13,6.97,1.44,Healthcare Professional
3.06,2.25,5.63,3.16,8.33,1.5,1.9,2.13,4.31,3.84,Engineer
3.01,1.3,6.39,3.08,7.8,0.02,1.33,2.21,1.98,2.78,Engineer
7.18,1.84,5.84,1.78,2.07,0.0,2.66,2.03,2.87,2.3,Developer
3.25,1.46,6.73,2.25,1.06,1.89,2.69,1.21,5.02,6.67,Analyst
1.09,0.35,2.27,7.53,1.2,3.21,7.96,2.41,5.11,6.13,Lawyer
8.28,1.43,6.03,2.06,0.0,1.08,1.58,0.82,4.22,1.41,Developer
2.82,2.23,5.52,3.51,0.66,1.2,5.26,2.94,7.99,3.47,Researcher
5.26,1.91,5.91,0.62,1.05,1.4,1.69,1.65,2.13,1.81,Developer
3.14,1.25,5.36,2.31,1.76,2.6,5.81,4.29,8.28,3.09,Researcher
1.49,9.62,3.82,3.65,1.33,0.0,0.39,1.45,1.82,2.67,Designer
3.99,3.59,8.84,2.08,0.55,0.59,2.43,0.89,3.89,3.19,Analyst
4.32,1.95,7.12,2.58,0.97,0.74,4.51,0.66,4.15,4.41,Analyst
3.48,3.26,4.85,2.22,1.26,1.71,5.13,2.42,8.35,2.72,Researcher
0.9,2.0,2.7,7.19,0.65,1.39,7.58,3.18,4.97,4.66,Lawyer
